"STOP_LOCATION_BLOCK","match_status","match_type","GEOID"
"2900 BLOCK OF  SHERMAN AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007409"
"1600 BLOCK OF  FULLER STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001010300"
"1000 BLOCK OF  IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007000"
"4800 BLOCK OF  NANNIE HELEN BURROUGHS AVENUE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007803"
"8TH STREET NW & BARRY PLACE NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001008702"
"1800 BLOCK OF  MARYLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001004702"
"16TH STREET NW & PARK ROAD NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007703"
"MONTANA AVENUE NE & NEW YORK AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003100"
"1800 BLOCK OF  BLADENSBURG ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009811"
"V STREET SE & 18TH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007601"
"3900 BLOCK OF  1ST STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007809"
"2400 BLOCK OF  MARKET STREET NE WASHINGTON, DC 20018 UNITED STATES","No_Match","",NA
"1600 BLOCK OF  CORCORAN STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001003100"
"400 BLOCK OF  XENIA STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Exact","11001004704"
"4TH STREET SE & VALLEY AVENUE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003802"
"1400 BLOCK OF  SAVANNAH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003100"
"GALVESTON PLACE SW & FORRESTER STREET SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007804"
"1900 BLOCK OF  11TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001003500"
"4700 BLOCK OF  13TH STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001008903"
"1300 BLOCK OF  DECATUR STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001002702"
"3200 BLOCK OF  23RD STREET SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"K STREET NW & 1ST STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001011100"
"5500 BLOCK OF  KANSAS AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001002102"
"1100 BLOCK OF  TALBERT ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002900"
"UNIT BLOCK OF  GALVESTON PLACE SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007408"
"3100 BLOCK OF  RANDLE PL SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001004801"
"2800 BLOCK OF  7TH STREET NE WASHINGTON, DC 20017 UNITED STATES","No_Match","",NA
"2100 BLOCK OF  5TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008002"
"2600 BLOCK OF  WADE ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Exact","11001007407"
"MILWAUKEE PLACE SE & MARTIN LUTHER KING JR AVENUE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004702"
"200 BLOCK OF  V STREET SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001005802"
"3400 BLOCK OF  13TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001009902"
"1500 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007304"
"600 BLOCK OF  13TH STREET NW WASHINGTON, DC 20005 UNITED STATES","Match","Non_Exact","11001007803"
"SUITLAND PARKWAY SE & STANTON ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001004901"
"500 BLOCK OF  42ND STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007502"
"1100 BLOCK OF  2ND ST SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001005802"
"O STREET NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"UNIT BLOCK OF  GALLATIN STREET NW WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"2300 BLOCK OF  23RD ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007203"
"1300 BLOCK OF  GIRARD STREET NW WASHINGTON, DC 20009 UNITED STATES","No_Match","",NA
"2500 BLOCK OF  13TH STREET NW WASHINGTON, DC 20009 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  WEST VIRGINIA AVENUE NE WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"900 BLOCK OF  11TH STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001003600"
"400 BLOCK OF  51ST STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001002102"
"1100 BLOCK OF  3RD STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001007401"
"UNIT BLOCK OF  POTOMAC AVENUE SE WASHINGTON, DC 20003 UNITED STATES","No_Match","",NA
"5900 BLOCK OF  GEORGIA AVE NW WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"4100 BLOCK OF  WHEELER ROAD SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001009201"
"4100 BLOCK OF  MARTIN LUTHER KING JR AVENUE SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001008702"
"2000 BLOCK OF  PENNSYLVANIA AVENUE NW WASHINGTON, DC 20006 UNITED STATES","Match","Non_Exact","11001007401"
"UNIT BLOCK OF  35TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001010400"
"UNIT BLOCK OF  N STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001006400"
"4200 BLOCK OF  14TH STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001003600"
"1900 BLOCK OF  TRENTON PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008803"
"2300 BLOCK OF  ALTAMONT PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007100"
"2800 BLOCK OF  30TH STREET NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001007804"
"3700 BLOCK OF  8TH STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007203"
"1000 BLOCK OF  15TH STREET NW WASHINGTON, DC 20005 UNITED STATES","No_Match","",NA
"300 BLOCK OF  O STREET SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001001804"
"600 BLOCK OF  FRANKLIN ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009700"
"1900 BLOCK OF  M STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001009807"
"2300 BLOCK OF  HUNTER PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001010800"
"300 BLOCK OF  KENNEDY STREET NW WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"1300 BLOCK OF  49TH STREET NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"2700 BLOCK OF  SHIPLEY TERRACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002501"
"3100 BLOCK OF  CHANNING STREET NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001007409"
"I295 NB WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007605"
"1500 BLOCK OF  BRANCH AVE SE DC, WASHINGTON D.C. 20020 UNITED STATES","Match","Non_Exact","11001011100"
"4400 BLOCK OF  BENNING RD NE WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002400"
"6100 BLOCK OF  BANKS PL NE DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001010100"
"1300 BLOCK OF  HOWARD RD SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001011001"
"2300 BLOCK OF  18TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001009201"
"700 BLOCK OF  20TH ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001006804"
"ALABAMA AVENUE SE & AINGER PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007504"
"16TH STREET NW & IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001002102"
"1500 BLOCK OF  1ST ST SW DC, WASHINGTON 20024 UNITED STATES","Match","Non_Exact","11001007806"
"1200 BLOCK OF  BLADENSBURG RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007408"
"5800 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001011100"
"700 BLOCK OF  BARNABY ST SE WASHINGTON, DC 20032 UNITED STATES","Tie","",NA
"2200 BLOCK OF  MINNESOTA AVE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009901"
"1800 BLOCK OF  U ST SE WASHINGTON DC, DC 20020 UNITED STATES","Match","Non_Exact","11001007803"
"3900 BLOCK OF  SOUTH CAPITOL STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007808"
"4200 BLOCK OF  4TH ST SE DC, DC 20032 UNITED STATES","Match","Non_Exact","11001007407"
"4700 BLOCK OF  SOUTH CAPITOL ST SE DC, WASHINGTON 20032 UNITED STATES","Match","Non_Exact","11001004002"
"800 BLOCK 19TH ST NW WASHINGTON, D.C. 20006 UNITED STATES","Match","Non_Exact","11001007903"
"1000-1199 BLOCK SHERIDAN STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001007408"
"UNIT BLOCK OF  HANOVER PL NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001002802"
"400 BLOCK OF  61ST ST NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001006400"
"4100 BLOCK OF  MINNESOTA AVE NE DC, DC 20019 UNITED STATES","No_Match","",NA
"2500 BLOCK OF  MARION BARRY AVE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002002"
"UNIT BLOCK OF  HANNOVER ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009802"
"2600 BLOCK OF  SHERIDAN ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007601"
"800 BLOCK OF  PENNSYLVANIA AVE SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001007504"
"7TH STREET NW & K STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009803"
"1600 BLOCK OF  MARYLAND AVE NE DISTRICT OF COLUMBIA, DC 20002 UNITED STATES","No_Match","",NA
"BENNING ROAD NE & EAST CAPITOL STREET WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009811"
"3000 BLOCK OF  8TH ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001010800"
"1600 BLOCK OF  SAVANNAH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001001804"
"1200 BLOCK OF  MOUNT OLIVET RD NE WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"100 BLOCK OF  WAYNE PLACE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007808"
"1200 BLOCK OF  WISCONSIN AVENUE NW WASHINGTON, DC 20007 UNITED STATES","Match","Non_Exact","11001007803"
"4300 BLOCK OF  CONNECTICUT AVE NW WASHINGTON, DC 20008 UNITED STATES","No_Match","",NA
"16TH STREET SE & U STREET SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"2200 BLOCK OF  MINNESOTA AVE SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001007407"
"33RD STREET NW & M STREET NW WASHINGTON, DC 20007 UNITED STATES","No_Match","",NA
"2600 BLOCK OF  STANTON RD SE WASHINGTON, DC 20020 UNITED STATES","Match","Exact","11001005802"
"3800 BLOCK OF  PORTER STREET NW WASHINGTON, DC 20016 UNITED STATES","Match","Non_Exact","11001008903"
"3800 BLOCK OF  PORTER ST NW WASHINGTON, DC 20016 UNITED STATES","Match","Non_Exact","11001009603"
"100 BLOCK OF  KENNEDY ST NW DC, WASHINGTON 20011 UNITED STATES","Match","Non_Exact","11001010400"
"1300 BLOCK OF  PARKWOOD PLACE NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007403"
"2400 BLOCK OF  ALABAMA AVE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008804"
"600 BLOCK OF  T ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009803"
"UNIT BLOCK OF  V ST SW WASHINGTON, DC 20024 UNITED STATES","Match","Exact","11001005001"
"1400 BLOCK OF  AMES PLACE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001000202"
"ELVANS ROAD SE & STANTON ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001001200"
"800 BLOCK OF  NORTH CAPITOL ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Exact","11001007503"
"900 BLOCK OF  G ST NW WASHINGTON, DC 20005 UNITED STATES","Match","Non_Exact","11001007601"
"4300 BLOCK OF  BARKER STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001000202"
"4200 BLOCK OF  DIX STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007407"
"2800 BLOCK OF  JASPER ST SE DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001001002"
"14TH STREET NW & R STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001001002"
"2800 BLOCK OF  SHIPLEY TERRACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001005003"
"600 BLOCK OF  U ST NW WASHINGTON DC, WASHINGTON DC 20001 UNITED STATES","Match","Non_Exact","11001004801"
"1800 BLOCK OF  MONTANA AVE NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001008402"
"4300 BLOCK OF  4TH ST SE DC, WASHINGTON 20032 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  KENDALL ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001004801"
"3900 BLOCK OF  MARTIN LUTHER KING JR AVENUE SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004402"
"1100 BLOCK OF  MONTELLO AVE NE DC, WASHINGTON 20019 UNITED STATES","Match","Non_Exact","11001007409"
"1400 BLOCK OF  SARATOGA AVE NE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001007304"
"3000 BLOCK OF  30TH ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007708"
"300 BLOCK OF  ANACOSTIA RD SE DC, WASHINGTON 20019 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  BENNING RD NE DC, WASHINGTON DC 20018 UNITED STATES","Match","Non_Exact","11001007703"
"1200 BLOCK OF  FLORIDA AVE NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001004402"
"NORTH CAPITOL STREET NW & NEW YORK AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001008904"
"14TH STREET NW & RANDOLPH STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007407"
"300 BLOCK OF  16TH ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001004401"
"4300 BLOCK OF  TEXAS AVENUE SE WASHINGTON, DC 20019 UNITED STATES","Tie","",NA
"4800 BLOCK OF  COLORADO AVE NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001002504"
"1400 BLOCK OF  MONTANA AVE NE DC, WASHINGTON 20018 UNITED STATES","Match","Non_Exact","11001007901"
"1400 BLOCK OF  OKIE STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007703"
"1700 BLOCK OF  NEW JERSEY AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002600"
"1700 BLOCK OF  NEW JERSEY AVE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009102"
"1100 BLOCK OF  U ST NW DC, WASHINGTON 20001 UNITED STATES","Match","Non_Exact","11001008803"
"1200 BLOCK OF  MOUNT OLIVET RD NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001007408"
"1200 BLOCK OF  MEIGS PLACE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003400"
"1400 BLOCK OF  PARKWOOD PL NW DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001011100"
"1400 BLOCK OF  PARKWOOD PLACE NW WASHINGTON, DC 20010 UNITED STATES","No_Match","",NA
"6000 BLOCK OF  GEORGIA AVE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001008803"
"2900 BLOCK OF  KNOX PL SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001009807"
"1900 BLOCK OF  I ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001008802"
"2700 BLOCK OF  LANGSTON PL SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009102"
"1200 BLOCK OF  MORSE STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007502"
"2100 BLOCK OF  CHANNING ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001004801"
"700 BLOCK OF  16TH ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001004801"
"3000 BLOCK OF  M ST NW DC, WASHINGTON 20007 UNITED STATES","Match","Non_Exact","11001004402"
"UNIT BLOCK OF  ANACOSTIA ROAD SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001008804"
"CONNECTICUT AVENUE NW & M STREET NW WASHINGTON, DC 20036 UNITED STATES","Match","Non_Exact","11001008804"
"3900 BLOCK OF  MINNESOTA AVE NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001002801"
"3900 BLOCK OF  SOUTH CAPITOL ST DC, WASHINGTON 20032 UNITED STATES","Match","Non_Exact","11001002801"
"UNIT BLOCK OF  L ST NW DC, DC 20002 UNITED STATES","Match","Non_Exact","11001001804"
"1300 BLOCK OF  W STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007502"
"700 BLOCK OF  ROCK CREEK CHURCH RD NW DC, DC 20010 UNITED STATES","Match","Non_Exact","11001008904"
"3300 BLOCK OF  14TH PLACE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007408"
"1700 BLOCK OF  M ST NW DC, DC 20036 UNITED STATES","Match","Non_Exact","11001008802"
"600 BLOCK OF  CHESAPEAKE ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001011100"
"3200 BLOCK OF  PENNSYLVANIA AVE SE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001007901"
"5100 BLOCK OF  SHERIFF RD NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001000102"
"CHESAPEAKE STREET SE & 6TH STREET SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"3700 BLOCK OF  MINNESOTA AVE NE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001010700"
"1300 BLOCK OF  U STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009603"
"1000 BLOCK OF  BRENTWOOD RD NE WASHINGTON, DC 20018 UNITED STATES","No_Match","",NA
"1200 BLOCK OF  19TH STREET NW WASHINGTON, DC 20036 UNITED STATES","No_Match","",NA
"16TH STREET NE & BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007503"
"UNIT BLOCK OF  N ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001003200"
"5200 BLOCK OF  JUST ST NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001007304"
"1500 BLOCK OF  MARYLAND AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001010700"
"600 BLOCK OF  MORTON ST NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001009802"
"3900 BLOCK OF  8TH STREET SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  7TH ST NW WASHINGTON, D.C. 20001 UNITED STATES","Match","Non_Exact","11001007806"
"1800 BLOCK OF  VIRGINIA AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Exact","11001009802"
"1500 BLOCK OF  MARYLAND AVE NE DC, WASHINGTON 20002 UNITED STATES","No_Match","",NA
"4600 BLOCK OF  SOUTH CAPITOL ST SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007503"
"7TH STREET NW & INGRAHAM STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009102"
"7TH STREET NW & F STREET NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"3700 BLOCK OF  1ST ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Exact","11001007901"
"3900 BLOCK OF  CLAY PL NE DC, DC 20019 UNITED STATES","No_Match","",NA
"4100 BLOCK OF  WHEELER RD SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007809"
"1800 BLOCK OF  WEST VIRGINIA AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008903"
"500 BLOCK OF  61ST ST NE DC, WASHINTON 20019 UNITED STATES","Match","Non_Exact","11001003200"
"UNIT BLOCK OF  K ST NW DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001009801"
"900 BLOCK OF  NEW JERSEY AVE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001004402"
"3700 BLOCK OF  14TH ST NW DC, DC 20011 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  BENNING RD NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001008903"
"SHERMAN AVENUE NW & IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001009810"
"2600 BLOCK OF  DOUGLASS PL SE WASHINGTON, DC 20020 UNITED STATES","Match","Exact","11001002101"
"300 BLOCK OF  ATLANTIC ST SE DC, WASHINGTON 20020 UNITED STATES","Match","Exact","11001005802"
"1600 BLOCK OF  BENNING RD NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001009803"
"1400 BLOCK OF  P ST NW DC, DC 20005 UNITED STATES","Match","Non_Exact","11001009603"
"3800 BLOCK OF  HALLEY TER SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009700"
"600 BLOCK OF  21ST NE WASH, DC 20002 UNITED STATES","Match","Non_Exact","11001008803"
"1100 BLOCK OF  BLADENSBURG RD NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001007807"
"2900 BLOCK OF  NELSON PL SE DC, WASHINGTON 20019 UNITED STATES","No_Match","",NA
"6200 BLOCK OF  BANKS PL NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004702"
"1000 BLOCK OF  SAVANNAH STREET SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"1300 BLOCK OF  WISCONSIN AVENUE NW WASHINGTON, DC 20007 UNITED STATES","Match","Non_Exact","11001008904"
"800 BLOCK OF  BLADENSBURG RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Exact","11001003100"
"5000 BLOCK OF  BENNING RD SE DC, WASHINGTON 20019 UNITED STATES","Match","Non_Exact","11001007406"
"700 BLOCK OF  RHODE ISLAND AVENUE NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001009801"
"1300 BLOCK OF  N ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001008904"
"600 BLOCK OF  FLORIDA AVE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001005203"
"1300 BLOCK OF  MARYLAND AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009803"
"UNIT BLOCK OF  M ST NW WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"600 BLOCK OF  T ST NW WASHINGTON, D.C. 20001 UNITED STATES","Match","Exact","11001007605"
"1800 BLOCK OF  7TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001008804"
"2100 BLOCK OF  MISSISSIPPI AVE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007709"
"1300 BLOCK OF  SAVANNAH PL SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007808"
"3100 BLOCK OF  E ST SE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001007304"
"1800 BLOCK OF  9TH ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001000202"
"700 BLOCK OF  T ST NW DC, DC 20001 UNITED STATES","Match","Non_Exact","11001008802"
"2600 BLOCK OF  BOWEN RD SE WAHSINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007707"
"18TH STREET SE & T STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009302"
"1300 BLOCK OF  U ST SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001007503"
"2300 BLOCK OF  GREEN ST SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001010700"
"700 BLOCK OF  7TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002801"
"500 BLOCK OF  HAMLIN ST NE DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001007203"
"100 BLOCK OF  FRANKLIN ST NE DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001007403"
"5500 BLOCK OF  SOUTH DAKOTA AVENUE NE WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009903"
"1300 BLOCK OF  HOWARD RD SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"1300 BLOCK OF  MERIDIAN PL NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001009102"
"1900 BLOCK OF  1ST STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009811"
"3400 BLOCK OF  BENNING RD NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001010100"
"1900 BLOCK OF  7TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009602"
"14TH STREET NW & OTIS PLACE NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001007304"
"3600 BLOCK OF  14TH ST NW DC, WASHINGTON 20010 UNITED STATES","Match","Non_Exact","11001004402"
"3400 BLOCK OF  22ND ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009102"
"3600 BLOCK OF  GEORGIA AVE NW DC, DC 20010 UNITED STATES","Tie","",NA
"2300 BLOCK OF  GREEN ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001002801"
"800 BLOCK OF  XENIA ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007409"
"1300 BLOCK OF  U ST SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"3900 BLOCK OF  MINNESOTA AVE NE DC, WASHINGTON 20019 UNITED STATES","Match","Non_Exact","11001007504"
"1200 BLOCK OF  12TH ST NW WASHINGTON, DC 20005 UNITED STATES","Match","Non_Exact","11001009801"
