"STOP_LOCATION_BLOCK","match_status","match_type","GEOID"
"4200 BLOCK OF  FOOTE STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001004401"
"600 BLOCK OF  DIVISION AVENUE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009801"
"2200 BLOCK OF  MINNESOTA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007605"
"4200 BLOCK OF  BROOKS ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009905"
"4300 BLOCK OF  4TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004801"
"GEORGIA AVENUE NW & KENNEDY STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001003200"
"1400 BLOCK OF  V STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001009102"
"5400 BLOCK OF  NORTH CAPITOL STREET NE WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"1400 BLOCK OF  BANGOR STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001005802"
"1300 BLOCK OF  COLUMBIA ROAD NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001001804"
"1400 BLOCK OF  18TH PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007703"
"1500 BLOCK OF  F STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007604"
"2500 BLOCK OF  N STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007901"
"E STREET NW & 20TH STREET NW WASHINGTON, DC 20052 UNITED STATES","Match","Non_Exact","11001007603"
"1200 BLOCK OF  H STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007709"
"700 BLOCK OF  19TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007803"
"1600 BLOCK OF  3RD STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001010800"
"5000 BLOCK OF  H STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001008410"
"300 BLOCK OF  RIGGS ROAD NE WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007901"
"DIX STREET NE & 53RD STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004600"
"5300 BLOCK OF  DIX STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007707"
"1800 BLOCK OF  CORCORAN STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009505"
"3700 BLOCK OF  JAY STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001007808"
"700 BLOCK OF  18TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007808"
"1400 BLOCK OF  FAIRMONT STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007601"
"17TH STREET NE & MARYLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007803"
"900 BLOCK OF  U STREET NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"1000 BLOCK OF  BRENTWOOD RD NE WASHINGTON, DC 20009 UNITED STATES","Match","Exact","11001002101"
"1000 BLOCK OF  BRENTWOOD ROAD NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001004300"
"1300 BLOCK OF  FAIRMONT STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001002102"
"900 BLOCK OF  WESLEY PLACE SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001007503"
"600 BLOCK OF  CHESAPEAKE STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003000"
"2500 BLOCK OF  14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007601"
"2400 BLOCK OF  13 ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001008803"
"500 BLOCK OF  OKLAHOMA AVENUE NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"100 BLOCK OF  N STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007901"
"3400 BLOCK OF  22ND STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001003702"
"700 BLOCK OF  LAMONT STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001008904"
"3700 BLOCK OF  HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004402"
"4800 BLOCK OF  ALABAMA AVENUE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009102"
"300 BLOCK OF  ANACOSTIA ROAD SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009102"
"1200 BLOCK OF  1ST STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001003600"
"5000 BLOCK OF  JAY STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001010201"
"5000 BLOCK OF  SHERIFF ROAD NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009802"
"1300 BLOCK OF  H STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003701"
"2200 BLOCK OF  NAYLOR ROAD SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"1200 BLOCK OF  SHEPHERD STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007903"
"2100 BLOCK OF  16TH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001004600"
"5100 BLOCK OF  QUEEN'S STROLL PLACE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007409"
"4200 BLOCK OF  CONNECTICUT AVENUE NW WASHINGTON, DC 20008 UNITED STATES","Match","Non_Exact","11001003100"
"1400 BLOCK OF  41ST STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009602"
"5200 BLOCK OF  FITCH STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009907"
"11TH STREET SE & N ST STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001007703"
"3000 BLOCK OF  14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","No_Match","",NA
"200 BLOCK OF  V STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007809"
"800 BLOCK OF  5TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007806"
"400 BLOCK OF  INGRAHAM STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001008410"
"3900 BLOCK OF  WISCONSIN AVENUE NW WASHINGTON, DC 20016 UNITED STATES","Match","Non_Exact","11001007601"
"1400 BLOCK OF  MORRIS ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002503"
"5000 BLOCK OF  CONNECTICUT AVENUE NW WASHINGTON, DC 20008 UNITED STATES","Match","Non_Exact","11001007504"
"100 BLOCK OF  50TH STREET NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"4800 BLOCK OF  B STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001001200"
"13700 BLOCK OF  LYNN ST WOODBRINGE, VA 22191 UNITED STATES","Match","Non_Exact","11001009902"
"5100 BLOCK OF  SOUTH DAKOTA AVENUE NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001009905"
"900 BLOCK OF  RHODE ISLAND AVENUE NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001005004"
"SOUTHERN AVENUE SE & CHESAPEAKE STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001002802"
"5300 BLOCK OF  CLAY TERRACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001003400"
"2300 BLOCK OF  BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001005801"
"2000 BLOCK OF  BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001002102"
"3600 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001001002"
"500 BLOCK OF  V STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007504"
"UNIT BLOCK OF  P STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001001100"
"400 BLOCK OF  R STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007804"
"1500 BLOCK OF  BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009906"
"2300 BLOCK OF  15TH STREET NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","51153900203"
"1900 BLOCK OF  18TH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009509"
"300 BLOCK OF  50TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009302"
"1100 BLOCK OF  15TH STREET NW WASHINGTON, DC 20005 UNITED STATES","Match","Non_Exact","11001009811"
"1100 BLOCK OF  W STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007808"
"900BLK FLORIDA AVE NW DC, DC 20001 UNITED STATES","Match","Non_Exact","11001008904"
"18TH STREET SE & TRENTON PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008904"
"2100-2199 BLOCK 5TH STREET NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"800 BLOCK OF  RIDGE ROAD SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001008702"
"200 BLOCK OF  51ST STREET NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"1500 BLOCK OF  19TH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001004600"
"1200 BLOCK OF  U STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001008904"
"100 BLOCK OF  M STREET SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001009102"
"4300 BLOCK OF  3RD STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007605"
"1600 BLOCK OF  HARVARD STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007804"
"1600 BLOCK OF  GOOD HOPE ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001010100"
"5300 BLOCK OF  E STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004401"
"600 BLOCK OF  T STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001004401"
"700 BLOCK OF  OTIS PLACE NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001007409"
"1500 BLOCK OF  W STREET NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001007809"
"2300 BLOCK OF  PENNSYLVANIA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"1000 BLOCK OF  H STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007707"
"6200 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007804"
"300 BLOCK OF  37TH STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007601"
"2800 BLOCK OF  Q STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001004402"
"3400 BLOCK OF  SOUTHERN AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001006400"
"200 BLOCK OF  43RD ROAD NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009811"
"800 BLOCK OF  51ST STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001003901"
"5200 BLOCK OF  SHERIFF ROAD NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001005802"
"3900 BLOCK OF  KANSAS AVENUE NW WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"3500 BLOCK OF  COMMODORE JOSHUA BARNEY DRIVE NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001007403"
"4500 BLOCK OF  40TH STREET NW WASHINGTON, DC 20016 UNITED STATES","Match","Non_Exact","11001007808"
"1500 BLOCK OF  OLIVE STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009204"
"3500 BLOCK OF  AMES STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009204"
"1100 BLOCK OF  MONTELLO AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007703"
"1200 BLOCK OF  MOUNT OLIVET ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Exact","11001007202"
"800 BLOCK OF  5TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001002002"
"1000 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009603"
"1700 BLOCK OF  N STREET NW WASHINGTON, DC 20036 UNITED STATES","Match","Non_Exact","11001004902"
"RHODE ISLAND AVENUE NW & CONNECTICUT AVENUE NW WASHINGTON, DC 20036 UNITED STATES","Match","Non_Exact","11001009811"
"600 BLOCK OF  I STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001010700"
"1200 BLOCK OF  V STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001010400"
"4600 BLOCK OF  CENTRAL AVENUE NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"600 BLOCK OF  PARKSIDE PLACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001005801"
"200 BLOCK OF  34TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004401"
"3600 BLOCK OF  JAY STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007803"
"2200 BLOCK OF  SAVANNAH TERRACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009602"
"2100 BLOCK OF  MASSACHUSETTS AVENUE NW WASHINGTON, DC 20008 UNITED STATES","Match","Non_Exact","11001009604"
"3400 BLOCK OF  CONNECTICUT AVENUE NW WASHINGTON, DC 20008 UNITED STATES","No_Match","",NA
"600 BLOCK OF  EDGEWOOD STREET NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001007403"
"400 BLOCK OF  61ST ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007806"
"1000 BLOCK OF  MONROE STREET NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001002503"
"3400 BLOCK OF  25TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001009000"
"2300 BLOCK OF  AINGER PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001001100"
"400 BLOCK OF  U STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009601"
"1200 BLOCK OF  GOOD HOPE ROAD SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009603"
"900 BLOCK OF  SHERIDAN STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001008802"
"2100 BLOCK OF  14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001008804"
"300 BLOCK OF  40TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001010602"
"3400 BLOCK OF  B STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001005502"
"2700 BLOCK OF  BRUCE PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001000600"
"7400 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20012 UNITED STATES","Match","Non_Exact","11001009204"
"1900 BLOCK OF  14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007808"
"1200 BLOCK OF  48TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009301"
"4500 BLOCK OF  KANE PLACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007409"
"900 BLOCK OF  FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007502"
"600 BLOCK OF  I STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003400"
"1600 BLOCK OF  LEVIS STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007601"
"UNIT BLOCK OF  BRYANT STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001001901"
"1000 BLOCK OF  17TH PLACE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001004300"
"2500 BLOCK OF  ALABAMA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009603"
"500 BLOCK OF  NEWCOMB STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007708"
"2300 BLOCK OF  SKYLAND PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007502"
"200 BLOCK OF  37TH PLACE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001001600"
"1600 BLOCK OF  ALABAMA AVE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004300"
"1000 BLOCK OF  U STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007806"
"1200 BLOCK OF  1ST STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007806"
"400 BLOCK OF  53RD STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004401"
"800 BLOCK OF  8TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001010602"
"1200 BLOCK OF  16TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008804"
"1300 BLOCK OF  SPRING ROAD NW WASHINGTON, DC 20010 UNITED STATES","No_Match","",NA
"5300 BLOCK OF  CALL PLACE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001008903"
"UNIT BLOCK OF  FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007502"
"25TH STREET SE & MARION BARRY AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001010400"
"3700 BLOCK OF  14TH STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007502"
"300 BLOCK OF  62ND STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007703"
"18TH STREET SE & MINNESOTA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007404"
"3500 BLOCK OF  CONNECTICUT AVENUE NW WASHINGTON, DC 20008 UNITED STATES","Match","Non_Exact","11001004402"
"600 BLOCK OF  OTIS PLACE NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001010601"
"4800 BLOCK OF  MD - 210 OXEN HILL, MD 20745 UNITED STATES","Match","Non_Exact","11001009905"
"5000 BLOCK OF  HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001010602"
"2500 BLOCK OF  SOUTHERN AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008804"
"1300 BLOCK OF  T STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002900"
"1800 BLOCK OF  U STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001009905"
"16TH STREET SE & MARION BARRY AVENUE SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"1700 BLOCK OF  11TH STREET NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"INDEPENDENCE AVENUE SE & 15TH STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001002504"
"1400 BLOCK OF  SWANN STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007808"
"1900 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001007601"
"5900 BLOCK OF  9TH STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001000600"
"CONGRESS STREET SE & 13TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003200"
"2200 BLOCK OF  SAVANNAH STREET SE WASHINGTON, DC 20020 UNITED STATES","No_Match","",NA
"2000 BLOCK OF  13TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007809"
"3400 BLOCK OF  13TH PLACE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007409"
"4600 BLOCK OF  MARTIN LUTHER KING JR AVENUE SW WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007601"
"1400 BLOCK OF  QUINCY STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007504"
"4400 BLOCK OF  EADS STREET NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"1800 BLOCK OF  LAWRENCE STREET NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001005001"
"4700 BLOCK OF  KANE PLACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001006700"
"100 BLOCK OF  ATLANTIC STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004300"
"GEORGIA AVENUE NW & NEW HAMPSHIRE AVENUE NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001004402"
"600 BLOCK OF  H STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001001901"
"1400 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001007304"
"3500 BLOCK OF  WARDER STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001007403"
"5100 BLOCK OF  MEADE ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004401"
"1000 BLOCK OF  I STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007304"
"3800 BLOCK OF  JAY STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009807"
"3300 BLOCK OF  22ND STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002504"
"6100 BLOCK OF  BANKS PLACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007803"
"400 BLOCK OF  RHODE ISLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008903"
"500 BLOCK OF  EDGEWOOD STREET NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001009400"
"3700 BLOCK OF  D STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007806"
"L STREET SE & HALF STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001009803"
"1200 BLOCK OF  MADISON STREET NW WASHINGTON, DC 20011 UNITED STATES","Tie","",NA
"3800 BLOCK OF  MINNESOTA AVENUE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001005801"
"4000 BLOCK OF  3RD STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001004901"
"600 BLOCK OF  MALCOLM X AVENUE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003200"
"2100 BLOCK OF  MARYLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007806"
"300 BLOCK OF  ADAMS STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003802"
"1200 BLOCK OF  MONROE STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001004600"
"1200 BLOCK OF  HALF STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001000702"
"3200 BLOCK OF  MINNESOTA AVENUE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007407"
"4TH STREET NW & I STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007404"
"1100 BLOCK OF  4TH STREET SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001007807"
"2800 BLOCK OF  HARTFORD STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007406"
"4000 BLOCK OF  MINNESOTA AVENUE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004702"
"800 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002802"
"1400 BLOCK OF  30TH STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001003000"
"600 BLOCK OF  FRANKLIN STREET NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001009901"
"2800 BLOCK OF  BLADENSBURG ROAD NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001003901"
"1100 BLOCK OF  45TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009201"
"4400 BLOCK OF  HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007901"
"600 BLOCK OF  FLORIDA AVENUE NW WASHINGTON, DC 20001 UNITED STATES","No_Match","",NA
"1200 BLOCK OF  7TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007806"
"2300 BLOCK OF  HARTFORD STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007804"
"5000 BLOCK OF  CALL PLACE SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004801"
"200 BLOCK OF  N STREET SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001004902"
"5100 BLOCK OF  C STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007408"
"1300 BLOCK OF  SHEPHERD STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009904"
"HARVARD STREET NW & 14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001011001"
"2100 BLOCK OF  WISCONSIN AVENUE NW WASHINGTON, DC 20007 UNITED STATES","Match","Non_Exact","11001009203"
"700 BLOCK OF  T STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002900"
"1400 BLOCK OF  EUCLID STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007201"
"1800 BLOCK OF  Q STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007709"
"400 BLOCK OF  BURBANK STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Exact","11001004702"
"2700 BLOCK OF  ALABAMA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001010201"
"4400 BLOCK OF  3RD STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007502"
"1000 BLOCK OF  48TH STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007803"
"1200 BLOCK OF  49TH PLACE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001005802"
"4400 BLOCK OF  F STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009905"
"1800 BLOCK OF  BRUCE PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002504"
"100 BLOCK OF  IVANHOE STREET SW WASHINGTON, DC 20032 UNITED STATES","Match","Exact","11001003000"
"1200 BLOCK OF  NORTH CAPITOL STREET NW WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001000300"
